dNumb,Published,Department,Judge,Judge4Search,PicFileName,Page,AwardRank,Winner,Winner4Search,Title,SubTitle,WinnerArea,WinnerClub1,WinnerClub2,WinnerClub3,WinnerClub4,Area,Place,DayTime,Year,Month,Day,Season,Hour,Min,TimeZone,Weather,Subject,Composition,Camera,Lens,FocalLength,Exposure,WB,ColorMode,Tripod,TriPodHead,DataOfPhoto,Selection Comments,MapLink,OfficialSite,Logic_Advice,Context_Advice
7125,20151112,K組写真,辰野清,辰野清,FK_003.jpg,116,最優秀,木村　隆,木村隆,農のかたわら,文化を育む,奈良,,,,,奈良県香芝市,,2014-09-27 06:00:00,2014,9,27,,6,0,,晴,掛け穂　民家,中・遠,HASSELBLAD 503CW,Sonner CF150mm F4,150,f22 1秒,,RVP100,HUSKEY三脚,,,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E9%A6%99%E8%8A%9D%E5%B8%82%E5%BD%B9%E6%89%80,,,
7126,20151112,K組写真,辰野清,辰野清,FK_004.jpg,117,最優秀,木村　隆,木村隆,農のかたわら,無情の美,奈良,,,,,奈良県宇陀市榛原区,,2014-12-28 08:00:00,2014,12,28,,8,0,,晴,薄氷　田,近,HASSELBLAD 503CW,Sonner CF150mm F4,150,f22 1/2 1秒,,RVP100,HUSKEY三脚,,,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%AE%87%E9%99%80%E5%B8%82%E6%A6%9B%E5%8E%9F%E5%8C%BA%E5%BD%B9%E6%89%80,,,
7127,20151112,K組写真,辰野清,辰野清,FK_039.jpg,118,優秀,松田　吉夫,松田吉夫,破竹,勢,京都,日本風景写真協会,,,,京都府井手町,,2015-05-05 14:00:00,2015,5,5,,14,0,,晴,竹林,近・中,Nikon D800E,AF-S NIKKOR 24-120mm F4G ED VR,24,f16 1/15秒,中央部分,ISO1000,GIZTO三脚,WB:カスタム,カラーモード：カスタム_PL_Canon PIXUS Pro9000_FUJIFILM画彩　写真仕上げＰＲＯ・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%95%E6%89%8B%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
7128,20151112,K組写真,辰野清,辰野清,FK_040.jpg,118,優秀,松田　吉夫,松田吉夫,破竹,影,京都,,,,,京都府井手町,,2015-05-27 09:00:00,2015,5,27,,9,0,,晴,竹,近,Nikon D800E,AF-S NIKKOR 24-120mm F4G ED VR,120,f8 1/90秒,スポット,ISO200,GIZTO三脚＋HU,WB:カスタム,カラーモード：カスタム_PL_Canon PIXUS Pro9000_FUJIFILM画彩　写真仕上げＰＲＯ・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%95%E6%89%8B%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
7129,20151112,K組写真,辰野清,辰野清,FK_041.jpg,119,優秀,松田　吉夫,松田吉夫,破竹,寄り添う,京都,,,,,京都府井手町,,2015-05-05 17:00:00,2015,5,5,,17,0,,晴,竹,近,Nikon D800E,AF-S NIKKOR 24-120mm F4G ED VR,120,f6.3 1/80秒,スポット,ISO1000,GIZTO三脚＋HU,WB:カスタム,カラーモード：カスタム_PL_Canon PIXUS Pro9000_FUJIFILM画彩　写真仕上げＰＲＯ・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%95%E6%89%8B%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
7130,20151112,K組写真,辰野清,辰野清,FK_042.jpg,119,優秀,松田　吉夫,松田吉夫,破竹,木漏れ日,京都,,,,,京都府京都市京都府,竹林公園,2015-05-25 14:00:00,2015,5,25,,14,0,,晴,竹林,中・遠,Nikon D800E,AF-S NIKKOR 24-120mm F4G ED VR,31,f13 1/90秒,多分割,ISO3200,手持ち,WB:カスタム,カラーモード：カスタム_PL_Canon PIXUS Pro9000_FUJIFILM画彩　写真仕上げＰＲＯ・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%AC%E9%83%BD%E5%B8%82%E4%BA%AC%E9%83%BD%E5%BA%9C%20%E7%AB%B9%E6%9E%97%E5%85%AC%E5%9C%92,https://www.google.com/search?q=%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%AC%E9%83%BD%E5%B8%82%E4%BA%AC%E9%83%BD%E5%BA%9C%20%E7%AB%B9%E6%9E%97%E5%85%AC%E5%9C%92%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7131,20151112,K組写真,辰野清,辰野清,FK_025.jpg,120,優秀,長谷部　幹男,長谷部幹男,水の表情,林映,滋賀,,,,,岐阜県米原市,醒井渓谷,2010-08-07 15:00:00,2010,8,7,,15,0,,晴,水面　映り込み,近,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,36,f32AE(８秒 -0.7EV),多分割,RVP100,PL,Velbon三脚,,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E7%B1%B3%E5%8E%9F%E5%B8%82%20%E9%86%92%E4%BA%95%E6%B8%93%E8%B0%B7,https://www.google.com/search?q=%E5%B2%90%E9%98%9C%E7%9C%8C%E7%B1%B3%E5%8E%9F%E5%B8%82%20%E9%86%92%E4%BA%95%E6%B8%93%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7132,20151112,K組写真,辰野清,辰野清,FK_026.jpg,120,優秀,長谷部　幹男,長谷部幹男,水の表情,木影,滋賀,,,,,富山県小矢部市,宮島峡,2009-08-24 10:00:00,2009,8,24,,10,0,,晴,水面　木漏れ日,近,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,45,f32AE(0.7秒 -0.7EV),多分割,RVP100,PL,Velbon三脚,,,https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E5%B1%B1%E7%9C%8C%E5%B0%8F%E7%9F%A2%E9%83%A8%E5%B8%82%20%E5%AE%AE%E5%B3%B6%E5%B3%A1,https://www.google.com/search?q=%E5%AF%8C%E5%B1%B1%E7%9C%8C%E5%B0%8F%E7%9F%A2%E9%83%A8%E5%B8%82%20%E5%AE%AE%E5%B3%B6%E5%B3%A1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7133,20151112,K組写真,辰野清,辰野清,FK_027.jpg,121,優秀,長谷部　幹男,長谷部幹男,水の表情,樹映,滋賀,,,,,岐阜県米原市,醒井渓谷,2013-08-26 17:00:00,2013,8,26,,17,0,,晴,水面　陽光,近,PENTAX 645NⅡ,FA645 150-300mm F5.6ED[IF},220,f16AE(8秒 -0.7EV),多分割,RVP100,PL,SLIK三脚,,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E7%B1%B3%E5%8E%9F%E5%B8%82%20%E9%86%92%E4%BA%95%E6%B8%93%E8%B0%B7,https://www.google.com/search?q=%E5%B2%90%E9%98%9C%E7%9C%8C%E7%B1%B3%E5%8E%9F%E5%B8%82%20%E9%86%92%E4%BA%95%E6%B8%93%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7134,20151112,K組写真,辰野清,辰野清,FK_028.jpg,121,優秀,長谷部　幹男,長谷部幹男,水の表情,木漏れ日,滋賀,,,,,長野県茅野氏,横谷峡,2009-08-04 11:00:00,2009,8,4,,11,0,,晴,水面　落葉,,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,38,f19AE(4秒 -1.3EV),多分割,RVP100,PL,Velbon三脚,,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%8C%85%E9%87%8E%E6%B0%8F%20%E6%A8%AA%E8%B0%B7%E5%B3%A1,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%8C%85%E9%87%8E%E6%B0%8F%20%E6%A8%AA%E8%B0%B7%E5%B3%A1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7135,20151112,K組写真,辰野清,辰野清,FK_059.jpg,122,準優秀,木田　宏,木田宏,春三様,風薫る,石川,日本風景写真協会　フォトクラブ,,,,長野県大町市,青木湖,2006-05-06 10:00:00,2006,5,6,,10,0,,晴,桜　山　湖,中・遠,Nikon D200,AF-S DX Zoom-Nikkor 18-70mm F3.5-4.5G IF,24,f11AE(1/125秒),多分割,ISO100,RAW,ＷＢ：オート,カラーモード：カスタム_PL_GITZO三脚＋HUSKY雲台_EPSON PM-4000PX_EPSON Velvet Fine Art Paper・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E5%A4%A7%E7%94%BA%E5%B8%82%20%E9%9D%92%E6%9C%A8%E6%B9%96,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E5%A4%A7%E7%94%BA%E5%B8%82%20%E9%9D%92%E6%9C%A8%E6%B9%96%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7136,20151112,K組写真,辰野清,辰野清,FK_060.jpg,122,準優秀,木田　宏,木田宏,春三様,春を告げる,石川,日本風景写真協会　フォトクラブ,,,,長野県長野市,,2006-05-06 08:00:00,2006,5,6,,8,0,,晴,冬山,中・遠,Nikon D200,AF-S DX Zoom-Nikkor 18-70mm F3.5-4.5G IF,44,f6.3AE(1/350秒 -0.3EV,多分割,ISO100,RAW,ＷＢ：オート,カラーモード：カスタム_PL_GITZO三脚＋HUSKY雲台_EPSON PM-4001PX_EPSON Velvet Fine Art Paper・Ａ５,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E9%95%B7%E9%87%8E%E5%B8%82%E5%BD%B9%E6%89%80,,,
7137,20151112,K組写真,辰野清,辰野清,FK_061.jpg,122,準優秀,木田　宏,木田宏,春三様,霧雲晴れる,石川,日本風景写真協会　フォトクラブ,,,,長野県池田町,陸郷桜仙峡,2012-04-28 07:30:00,2012,4,28,,7,30,,晴,山桜,遠,Nikon D3,Ai AF Zoom-Nikkor 80-200 F2.8D ED,155,f8AE(1/200秒 -1EV),多分割,ISO200,RAW,ＷＢ：5000K,カラーモード：スタンダード_PL_GITZO三脚＋HUSKY雲台_EPSON PM-4002PX_EPSON Velvet Fine Art Paper・Ａ６,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%B1%A0%E7%94%B0%E7%94%BA%20%E9%99%B8%E9%83%B7%E6%A1%9C%E4%BB%99%E5%B3%A1,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%B1%A0%E7%94%B0%E7%94%BA%20%E9%99%B8%E9%83%B7%E6%A1%9C%E4%BB%99%E5%B3%A1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7138,20151112,K組写真,辰野清,辰野清,FK_046.jpg,123,準優秀,大鐘　勲,大鐘勲,道,生,愛知,日本風景写真協会　写真塾［鐐の,,,,長野県松本市乗鞍,,0000-00-00 00:00:00,2014,7,0,,14,0,,晴,路面　花,近,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,55,f32AE(１秒),多分割,RVP50,PL,GIZTO三脚＋HU,,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D,,,
7139,20151112,K組写真,辰野清,辰野清,FK_047.jpg,123,準優秀,大鐘　勲,大鐘勲,道,勢,愛知,日本風景写真協会　写真塾［鐐の,,,,岐阜県中津川市,,2013-09-19 11:00:00,2013,9,19,,11,0,,晴,路面　草,近,PENTAX 645NⅡ,55-110mm F5.6,110,f19AE(1/4秒 -0.7EV),多分割,RVP50,PL,GIZTO三脚＋HU,,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E4%B8%AD%E6%B4%A5%E5%B7%9D%E5%B8%82%E5%BD%B9%E6%89%80,,,
7140,20151112,K組写真,辰野清,辰野清,FK_048.jpg,123,準優秀,大鐘　勲,大鐘勲,道,枯,愛知,日本風景写真協会　写真塾［鐐の,,,,福井県南越市,,2014-10-18 11:00:00,2014,10,18,,11,0,,晴,路面　草,近,PENTAX 645NⅡ,55-110mm F5.6,90,f22AE(1/6秒　-0.3EV),多分割,RVP50,PL,GIZTO三脚＋HU,,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E4%BA%95%E7%9C%8C%E5%8D%97%E8%B6%8A%E5%B8%82%E5%BD%B9%E6%89%80,,,
7141,20151112,K組写真,辰野清,辰野清,FK_052.jpg,124,準優秀,出口　量造,出口量造,海の恵み,種付け網,三重,松阪遊々写真クラブ,,,,三重県紀北村,引本湾,2014-09-16 15:30:00,2014,9,16,,15,30,,曇,海岸　網,中・遠,Nikon D300,AF-S DX NIKKOR 18-200mm F3.5-5.6G ED VRⅡ,50,f11AE(1/50秒 -0.3EV),多分割,ISO200,RAW+JPEG,ＷＢ：晴天,カラーモード：スタンダード_PL_Velbon三脚_EPSON PX-G5100_EPSON写真用紙クリスピア・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E9%87%8D%E7%9C%8C%E7%B4%80%E5%8C%97%E6%9D%91%20%E5%BC%95%E6%9C%AC%E6%B9%BE,https://www.google.com/search?q=%E4%B8%89%E9%87%8D%E7%9C%8C%E7%B4%80%E5%8C%97%E6%9D%91%20%E5%BC%95%E6%9C%AC%E6%B9%BE%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7142,20151112,K組写真,辰野清,辰野清,FK_053.jpg,124,準優秀,出口　量造,出口量造,海の恵み,整列,三重,松阪遊々写真クラブ,,,,三重県松坂市,漁師町漁港,2015-05-11 18:00:00,2015,5,11,,18,0,,曇,海岸　ボート,中,Nikon D300,AF-S DX NIKKOR 18-200mm F3.5-5.6G ED VRⅡ,82,f8AE(1/10秒 -0.3EV),多分割,ISO200,RAW+JPEG,ＷＢ：晴天,カラーモード：スタンダード_PL_手持ち_EPSON PX-G5100_EPSON写真用紙クリスピア・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E9%87%8D%E7%9C%8C%E6%9D%BE%E5%9D%82%E5%B8%82%20%E6%BC%81%E5%B8%AB%E7%94%BA%E6%BC%81%E6%B8%AF,https://www.google.com/search?q=%E4%B8%89%E9%87%8D%E7%9C%8C%E6%9D%BE%E5%9D%82%E5%B8%82%20%E6%BC%81%E5%B8%AB%E7%94%BA%E6%BC%81%E6%B8%AF%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7143,20151112,K組写真,辰野清,辰野清,FK_054.jpg,124,準優秀,出口　量造,出口量造,海の恵み,夕照,三重,松阪遊々写真クラブ,,,,三重県伊勢町,五ヶ所湾,2015-02-09 17:00:00,2015,2,9,,17,0,,晴,海苔棚,遠,Nikon D300,AF-S DX NIKKOR 18-200mm F3.5-5.6G ED VRⅡ,135,f11AE(1/13秒 -0.3EV),多分割,ISO200,RAW+JPEG,ＷＢ：晴天,カラーモード：スタンダード_PL_Velbon三脚_EPSON PX-G5100_EPSON写真用紙クリスピア・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E9%87%8D%E7%9C%8C%E4%BC%8A%E5%8B%A2%E7%94%BA%20%E4%BA%94%E3%83%B6%E6%89%80%E6%B9%BE,https://www.google.com/search?q=%E4%B8%89%E9%87%8D%E7%9C%8C%E4%BC%8A%E5%8B%A2%E7%94%BA%20%E4%BA%94%E3%83%B6%E6%89%80%E6%B9%BE%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7144,20151112,K組写真,辰野清,辰野清,FK_055.jpg,124,準優秀,出口　量造,出口量造,海の恵み,役目を終えて,三重,松阪遊々写真クラブ,,,,三重県松坂市,漁師町漁港,2015-05-11 17:30:00,2015,5,11,,17,30,,曇,漁具,中,Nikon D300,AF-S DX NIKKOR 18-200mm F3.5-5.6G ED VRⅡ,46,f8AE(1/8秒 -0.3EV),多分割,ISO200,RAW+JPEG,ＷＢ：晴天,カラーモード：スタンダード_PL_手持ち_EPSON PX-G5100_EPSON写真用紙クリスピア・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E9%87%8D%E7%9C%8C%E6%9D%BE%E5%9D%82%E5%B8%82%20%E6%BC%81%E5%B8%AB%E7%94%BA%E6%BC%81%E6%B8%AF,https://www.google.com/search?q=%E4%B8%89%E9%87%8D%E7%9C%8C%E6%9D%BE%E5%9D%82%E5%B8%82%20%E6%BC%81%E5%B8%AB%E7%94%BA%E6%BC%81%E6%B8%AF%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7145,20151112,K組写真,辰野清,辰野清,FK_065.jpg,125,準優秀,岡澤　清人,岡澤清人,涸沢の一日,至福の朝,長野,自然奏フォト,,,,長野県松本市乗鞍,涸沢,2010-10-11 06:00:00,2010,10,11,,6,0,,晴,山岳,近・中・遠,Canon EOS-1V,TAMRON AF28-300mm F3.5-6.3 XR Di LD [IF],28,f11AE(1/6秒 -0.5EV),多分割,RVP F,,,,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7146,20151112,K組写真,辰野清,辰野清,FK_066.jpg,125,準優秀,岡澤　清人,岡澤清人,涸沢の一日,沸き上がる,長野,自然奏フォト,,,,長野県松本市乗鞍,涸沢,2013-10-11 12:00:00,2013,10,11,,12,0,,晴,ダケカンバ　山岳　雲,中・遠,Canon EOS-1V,EF24-105mm F4L IS USM,24,f20AE(1/20秒 +0.3EV),多分割,RVP100,,,,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7147,20151112,K組写真,辰野清,辰野清,FK_067.jpg,125,準優秀,岡澤　清人,岡澤清人,涸沢の一日,団欒の刻,長野,自然奏フォト,,,,長野県松本市乗鞍,涸沢,2010-10-10 19:00:00,2010,10,10,,19,0,,晴,テント　夜景,中・遠,Canon EOS-1V,TAMRON AF28-300mm F3.5-6.3 XR Di LD [IF],135,f5.6AE(2分),多分割,RVP F,,,,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7148,20151112,K組写真,辰野清,辰野清,FK_068.jpg,125,準優秀,岡澤　清人,岡澤清人,涸沢の一日,夢の中,長野,自然奏フォト,,,,長野県松本市乗鞍,涸沢,2013-10-13 03:00:00,2013,10,13,,3,0,,晴,星　山岳,遠,Canon EOS-1V,EF20mm F2.8 USM,20,f3.5 B30分,多分割,RVP100,,,,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E6%B6%B8%E6%B2%A2%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7149,20151112,T1写真,佐藤尚,佐藤尚,FK_023.jpg,126,最優秀,緒方　桂子,緒方桂子,峠道,,熊本,,,,,熊本県南阿蘇村,阿蘇長陽大橋,2014-11-30 10:00:00,2014,11,30,,10,0,,曇り,道　葉　紅葉,面,FUJIFILM X-T1,FUJINON XF 718-135mm F3.5-5.6　R　LM　OIS　W,39,F11AE(1/18 -0.7EV),多分割,ISO800,RAW,WB:晴れ,カラーモード：カスタム_手持ち_EPSON　PX-7V_EPSON写真用紙クリスピア・四つ切,,https://www.google.com/maps/search/?api=1&query=%E7%86%8A%E6%9C%AC%E7%9C%8C%E5%8D%97%E9%98%BF%E8%98%87%E6%9D%91%20%E9%98%BF%E8%98%87%E9%95%B7%E9%99%BD%E5%A4%A7%E6%A9%8B,https://www.google.com/search?q=%E7%86%8A%E6%9C%AC%E7%9C%8C%E5%8D%97%E9%98%BF%E8%98%87%E6%9D%91%20%E9%98%BF%E8%98%87%E9%95%B7%E9%99%BD%E5%A4%A7%E6%A9%8B%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7150,20151112,T1写真,佐藤尚,佐藤尚,FK_037.jpg,128,優秀,永島　俊介,永島俊介,海を渡る,,熊本,なんちゃって探検隊,,,,熊本県天草市,崎津漁港,2015-02-03 08:30:00,2015,2,3,,8,30,,晴れ,道　山　海霧　朝日,近・中・遠,Pentax K-5Ⅱs,DA 35mm F2.8 Macro Limited,35,f16 1/80秒,スポット,ISO200,RAW,WB:晴れ,カラーモード：雅_GITZO三脚_Epson EP-976A3_EPSON写真用紙クリスピア・Ａ４,,https://www.google.com/maps/search/?api=1&query=%E7%86%8A%E6%9C%AC%E7%9C%8C%E5%A4%A9%E8%8D%89%E5%B8%82%20%E5%B4%8E%E6%B4%A5%E6%BC%81%E6%B8%AF,https://www.google.com/search?q=%E7%86%8A%E6%9C%AC%E7%9C%8C%E5%A4%A9%E8%8D%89%E5%B8%82%20%E5%B4%8E%E6%B4%A5%E6%BC%81%E6%B8%AF%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7151,20151112,T1写真,佐藤尚,佐藤尚,FK_045.jpg,129,優秀,浜田　守,浜田守,迷い道,,奈良,,,,,奈良県宇陀市榛原区,,2015-02-14 06:00:00,2015,2,14,,6,0,,曇り,木　雪　草,近・中,Canon EOS 5D MarkⅡ,EF28-300ｍｍ　F3.5-5.6L USM,50,f13AE(1秒・-0.7EV),多分割,ISO800,RAW,WB:太陽光,カラーモード：スタンダード_HUSKY三脚_EPSON　PX-５VⅡ_EPSON写真用紙クリスピア・四つ切,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%AE%87%E9%99%80%E5%B8%82%E6%A6%9B%E5%8E%9F%E5%8C%BA%E5%BD%B9%E6%89%80,,,
7152,20151112,T1写真,佐藤尚,佐藤尚,FK_050.jpg,130,優秀,清水　たつお,清水たつお,野良道,,埼玉,埼玉フォトX,,,,埼玉県鴻巣市,馬室荒川河川敷,2008-05-24 06:00:00,2008,5,24,,6,0,,曇り,草　花　道,近・中,Canon EOS- 1N,SIGMA 28-70mm F2.8 EX DG,30,F16AE(-0.7EV),多分割,E100VS,PL,SLIK三脚,,,https://www.google.com/maps/search/?api=1&query=%E5%9F%BC%E7%8E%89%E7%9C%8C%E9%B4%BB%E5%B7%A3%E5%B8%82%20%E9%A6%AC%E5%AE%A4%E8%8D%92%E5%B7%9D%E6%B2%B3%E5%B7%9D%E6%95%B7,https://www.google.com/search?q=%E5%9F%BC%E7%8E%89%E7%9C%8C%E9%B4%BB%E5%B7%A3%E5%B8%82%20%E9%A6%AC%E5%AE%A4%E8%8D%92%E5%B7%9D%E6%B2%B3%E5%B7%9D%E6%95%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7153,20151112,T1写真,佐藤尚,佐藤尚,FK_006.jpg,131,準優秀,山田　康雄,山田康雄,迷走,,埼玉,チロリン村フォトクラブ,,,,埼玉県上尾市,原市沼,2006-07-15 06:00:00,2006,7,15,,6,0,,晴れ,葉　水滴,面,PENTAX　645N,FA645 150-300mm F5.6ED[IF},300,F22AE(1/4秒・-0.5EV),中央平均,RVP100,SLIK三脚＋HUS,,,,https://www.google.com/maps/search/?api=1&query=%E5%9F%BC%E7%8E%89%E7%9C%8C%E4%B8%8A%E5%B0%BE%E5%B8%82%20%E5%8E%9F%E5%B8%82%E6%B2%BC,https://www.google.com/search?q=%E5%9F%BC%E7%8E%89%E7%9C%8C%E4%B8%8A%E5%B0%BE%E5%B8%82%20%E5%8E%9F%E5%B8%82%E6%B2%BC%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
7154,20151112,T1写真,佐藤尚,佐藤尚,FK_076.jpg,131,準優秀,春日　忠夫,春日忠夫,緑のリズム,,愛知,,,,,北海道美瑛町,,2010-07-18 06:00:00,2010,7,18,,6,0,,曇り,畑　道　農村,中・遠,PENTAX　645N,FA645　80-160ｍｍ　F4.5,145,F22AE(8秒),多分割,RVP50,PL,SLIK三脚,,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%BE%8E%E7%91%9B%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
7155,20151112,T1写真,佐藤尚,佐藤尚,FK_012.jpg,132,準優秀,阿部　智子,阿部智子,台風一過,,栃木,写団渡良瀬,,,,栃木県栃木市,渡良瀬遊水地付近,2003-07-26 16:00:00,2003,7,26,,16,0,,晴れ,台風　水たまり　雲　草,近・中・遠,PENTAX　645N,FA645 45-85mm f4.5,80,F32AE(3秒・+0.3EV),多分割,RVP50,GITZO三脚,,,,https://www.google.com/maps/search/?api=1&query=%E6%A0%83%E6%9C%A8%E7%9C%8C%E6%A0%83%E6%9C%A8%E5%B8%82%20%E6%B8%A1%E8%89%AF%E7%80%AC%E9%81%8A%E6%B0%B4%E5%9C%B0%E4%BB%98%E8%BF%91,https://www.google.com/search?q=%E6%A0%83%E6%9C%A8%E7%9C%8C%E6%A0%83%E6%9C%A8%E5%B8%82%20%E6%B8%A1%E8%89%AF%E7%80%AC%E9%81%8A%E6%B0%B4%E5%9C%B0%E4%BB%98%E8%BF%91%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
